version_id,scenario_code,option_code,option_text_en,option_text_ar
v1,Q01_02,B,Stick to one clear routine.,تلتزم بروتين واضح.
v1,Q01_02,C,Ask someone for support.,تطلب دعمًا من شخص.
v1,Q01_02,D,Take one bold shortcut to finish.,تتخذ خطوة جريئة للإنهاء.
v1,Q01_03,A,Address it directly with them.,تواجه الأمر معهم مباشرة.
v1,Q01_03,B,Calmly set process rules.,تضع قواعد عمل بهدوء.
v1,Q01_03,C,Try to understand their situation.,تحاول فهم ظروفهم.
v1,Q01_03,D,Help them fix it quickly.,تساعدهم لإصلاحه سريعًا.
v1,Q01_04,A,Pause and think through outcomes.,تتوقف وتفكر في النتائج.
v1,Q01_04,B,Ask others for perspective.,تطلب رأي الآخرين.
v1,Q01_04,C,Choose what feels kind and fair.,تختار ما يبدو رحيمًا ومنصفًا.
v1,Q01_04,D,Commit and act without delay.,تحسم وتتصرف دون تأخير.
v1,Q01_05,A,Join if it feels meaningful to people.,تنضم إذا كان له أثر على الناس.
v1,Q01_05,B,Decline to protect your schedule.,تعتذر لحماية جدولك.
v1,Q01_05,C,Suggest a safer alternative.,تقترح بديلًا أكثر أمانًا.
v1,Q01_05,D,Accept and go for the adventure.,توافق وتذهب بروح مغامرة.
v1,Q01_06,A,Invite them in warmly.,تدعوه للانضمام بلطف.
v1,Q01_06,B,Speak up to the group politely.,تتحدث للمجموعة بأدب.
v1,Q01_06,C,Ask the person how they feel.,تسأل الشخص عن شعوره.
v1,Q01_06,D,Create a simple rule for inclusion.,تضع قاعدة بسيطة للاحتواء.
v1,Q01_07,A,Start with the hardest part now.,تبدأ بأصعب جزء الآن.
v1,Q01_07,B,Create a strict 20-minute block.,تحدد 20 دقيقة بصرامة.
v1,Q01_07,C,Ask a friend to check on you.,تطلب من صديق أن يتابعك.
v1,Q01_07,D,Do a quick kind favor first.,تقوم بلفتة لطيفة قصيرة أولًا.
v1,Q01_08,A,Lower your voice and soften tone.,تخفض صوتك وتلطف نبرتك.
v1,Q01_08,B,Set a clear boundary and pause.,تضع حدًا واضحًا وتتوقف.
v1,Q01_08,C,Listen to each side patiently.,تستمع لكل طرف بصبر.
v1,Q01_08,D,Say what is right even if hard.,تقول الحق حتى لو كان صعبًا.
v1,Q01_09,A,Respond calmly with facts.,ترد بهدوء وبالحقائق.
v1,Q01_09,B,Defend yourself firmly.,تدافع عن نفسك بحزم.
v1,Q01_09,C,Ask what they meant exactly.,تسأل عما يقصدونه بدقة.
v1,Q01_09,D,Hold your dignity and step away.,تحافظ على كرامتك وتبتعد.
v1,Q01_10,A,Rest and protect your limits.,تستريح وتحمي حدودك.
v1,Q01_10,B,Talk with someone who understands.,تتحدث مع شخص يفهمك.
v1,Q01_10,C,Do a small act of kindness.,تقوم بعمل رحيم صغير.
v1,Q01_10,D,Try something new to refresh.,تجرب شيئًا جديدًا للتجديد.
v1,Q01_11,A,Think and propose a smarter way.,تفكر وتقترح طريقة أذكى.
v1,Q01_11,B,Take initiative and lead it.,تبادر وتقود التنفيذ.
v1,Q01_11,C,Organize steps and responsibilities.,تنظم الخطوات والمسؤوليات.
v1,Q01_11,D,Ask the team what they need.,تسأل الفريق عما يحتاجه.
v1,Q01_12,A,Celebrate them warmly.,تحتفل به بحرارة.
v1,Q01_12,B,Encourage them to aim higher.,تشجعه على هدف أعلى.
v1,Q01_12,C,Listen and let them share details.,تستمع وتتركه يشارك التفاصيل.
v1,Q01_12,D,Suggest a simple next step plan.,تقترح خطة خطوة تالية بسيطة.
v1,Q02_01,A,Start immediately for 10 minutes.,تبدأ فورًا لعشر دقائق.
v1,Q02_01,B,Write a simple checklist.,تكتب قائمة بسيطة.
v1,Q02_01,C,Ask someone to keep you accountable.,تطلب من شخص أن يتابعك.
v1,Q02_01,D,Do a small kind act to reset.,تقوم بلفتة رحيمة لإعادة التوازن.
v1,Q02_02,A,Send a warm message of care.,ترسل رسالة اهتمام دافئة.
v1,Q02_02,B,Ask gently what’s going on.,تسأل بلطف عما يحدث.
v1,Q02_02,C,Give space but stay available.,تعطي مساحة مع بقاءك قريبًا.
v1,Q02_02,D,Encourage them to speak up.,تشجعه على التعبير بشجاعة.
v1,Q02_03,A,Accept to show initiative.,تقبل لتُظهر المبادرة.
v1,Q02_03,B,Negotiate scope and timing.,تتفاوض على الحجم والوقت.
v1,Q02_03,C,Decline politely and clearly.,تعتذر بأدب ووضوح.
v1,Q02_03,D,Ask what support the team needs.,تسأل عما يحتاجه الفريق من دعم.
v1,Q02_04,A,Clarify facts calmly.,توضح الحقائق بهدوء.
v1,Q02_04,B,Apologize for your part quickly.,تعتذر سريعًا عن دورك.
v1,Q02_04,C,Ask how the other felt.,تسأل كيف شعر الطرف الآخر.
v1,Q02_04,D,Set a clearer communication rule.,تضع قاعدة أوضح للتواصل.
v1,Q02_05,A,Read something to learn.,تقرأ لتتعلم.
v1,Q02_05,B,Organize a small area.,ترتب مساحة صغيرة.
v1,Q02_05,C,Call someone to connect.,تتصل بشخص للتواصل.
v1,Q02_05,D,Try a bold new activity.,تجرب نشاطًا جديدًا بجرأة.
v1,Q02_06,A,Help directly and quietly.,تساعد مباشرة وبهدوء.
v1,Q02_06,B,Ask what they need first.,تسأل أولًا عما يحتاجه.
v1,Q02_06,C,Invite others to assist too.,تدعو آخرين للمساعدة أيضًا.
v1,Q02_06,D,Create a simple system to prevent it.,تضع نظامًا بسيطًا لتجنب تكراره.
v1,Q02_07,A,Make a plan and prioritize.,تضع خطة وترتب الأولويات.
v1,Q02_07,B,Say no to one commitment.,تقول لا لالتزام واحد.
v1,Q02_07,C,Share feelings with someone trusted.,تشارك مشاعرك مع شخص موثوق.
v1,Q02_07,D,Take one brave step to simplify.,تتخذ خطوة جريئة للتبسيط.
v1,Q02_08,A,Stay calm and respond thoughtfully.,تبقى هادئًا وترد بتفكير.
v1,Q02_08,B,Defend your point firmly.,تدافع عن رأيك بحزم.
v1,Q02_08,C,Ask questions to understand them.,تسأل لفهم وجهتهم.
v1,Q02_08,D,Propose clear rules for discussion.,تقترح قواعد واضحة للنقاش.
v1,Q02_09,A,Pick one habit and track it.,تختار عادة واحدة وتتابعها.
v1,Q02_09,B,Set a strict daily time block.,تحدد وقتًا يوميًا صارمًا.
v1,Q02_09,C,Ask a friend to join you.,تطلب من صديق أن يشاركك.
v1,Q02_09,D,Start with a small helpful act.,تبدأ بعمل مفيد صغير للآخرين.
v1,Q02_10,A,Address it directly once.,تواجه الأمر مباشرة مرة واحدة.
v1,Q02_10,B,Set a clear standard and follow up.,تضع معيارًا واضحًا وتتابع.
v1,Q02_10,C,Ask what’s behind the delay.,تسأل عن سبب التأخير.
v1,Q02_10,D,Offer help to remove obstacles.,تعرض المساعدة لإزالة العوائق.
v1,Q02_11,A,Think through options and risks.,تفكر في الخيارات والمخاطر.
v1,Q02_11,B,Ask someone experienced.,تسأل شخصًا ذا خبرة.
v1,Q02_11,C,Choose the kind option first.,تختار الخيار الأرحم أولًا.
v1,Q02_11,D,Take a decisive action today.,تتخذ قرارًا حاسمًا اليوم.
v1,Q02_12,A,Congratulate them warmly.,تهنئه بحرارة.
v1,Q02_12,B,Encourage them to keep going.,تشجعه على الاستمرار.
v1,Q02_12,C,Ask how they achieved it.,تسأل كيف حقق ذلك.
v1,Q02_12,D,Make a small plan inspired by it.,تضع خطة صغيرة مستوحاة منه.
v1,Q03_01,A,Visit or check on family.,تزور العائلة أو تطمئن عليهم.
v1,Q03_01,B,Plan tomorrow and tidy up.,تخطط للغد وترتب.
v1,Q03_01,C,Try something new outside.,تجرب شيئًا جديدًا خارجًا.
v1,Q03_01,D,Think quietly and journal.,تتأمل وتكتب بهدوء.
v1,Q03_02,A,Calm the tone with kind words.,تهدئ الأجواء بكلمات لطيفة.
v1,Q03_02,B,Ask what each person meant.,تسأل عما يقصده كل شخص.
v1,Q03_02,C,Set a rule to keep it respectful.,تضع قاعدة لاحترام الحوار.
v1,Q03_02,D,Say a bold line to stop it.,تقول كلمة حاسمة لإيقافه.
v1,Q03_03,A,Own it and speak up immediately.,تعترف وتتكلم فورًا.
v1,Q03_03,B,Create a recovery plan.,تضع خطة تعويض.
v1,Q03_03,C,Ask how others are impacted.,تسأل كيف تأثر الآخرون.
v1,Q03_03,D,Offer help to reduce the damage.,تعرض المساعدة لتقليل الضرر.
v1,Q03_04,A,Help briefly then return to tasks.,تساعد قليلًا ثم تعود لمهامك.
v1,Q03_04,B,Explain your limits clearly.,توضح حدودك بوضوح.
v1,Q03_04,C,Ask them to share details first.,تطلب منهم شرح التفاصيل أولًا.
v1,Q03_04,D,Say yes and handle it fully.,توافق وتتكفل بالأمر بالكامل.
v1,Q03_05,A,Learn a new skill.,تتعلم مهارة جديدة.
v1,Q03_05,B,Commit to a strict routine.,تلتزم بروتين صارم.
v1,Q03_05,C,Do more supportive acts.,تزيد أعمال الدعم للآخرين.
v1,Q03_05,D,Take a bold challenge.,تخوض تحديًا جريئًا.
v1,Q03_06,A,Stand up publicly for them.,تدافع عنه علنًا.
v1,Q03_06,B,Support them with care.,تدعمه بلطف.
v1,Q03_06,C,Ask what they want from you.,تسأل ماذا يريد منك.
v1,Q03_06,D,Document and follow process.,توثق وتتبع الإجراء.
v1,Q03_07,A,Make a simple organizing plan.,تضع خطة ترتيب بسيطة.
v1,Q03_07,B,Do a strict 15-minute clean.,تنظف 15 دقيقة بصرامة.
v1,Q03_07,C,Ask someone to help you.,تطلب من شخص مساعدتك.
v1,Q03_07,D,Start with one kind gift pile.,تبدأ بترتيب أشياء للتبرع.
v1,Q03_08,A,Talk to someone who listens.,تتحدث مع شخص يستمع.
v1,Q03_08,B,Do a calming kindness for yourself.,تقوم بلطف لنفسك.
v1,Q03_08,C,Set boundaries and reduce noise.,تضع حدودًا وتقلل الضجيج.
v1,Q03_08,D,Take a brave step you avoid.,تتخذ خطوة جريئة تتجنبها.
v1,Q03_09,A,Think through pros and cons.,تفكر في الإيجابيات والسلبيات.
v1,Q03_09,B,Ask someone you trust.,تسأل شخصًا تثق به.
v1,Q03_09,C,Choose the kind option.,تختار الخيار الأرحم.
v1,Q03_09,D,Decide and act fast.,تحسم وتتصرف بسرعة.
v1,Q03_10,A,Start a caring message.,تبدأ برسالة اهتمام.
v1,Q03_10,B,Listen without interrupting.,تستمع دون مقاطعة.
v1,Q03_10,C,Set a clear expectation.,تضع توقعًا واضحًا.
v1,Q03_10,D,Offer a bold honest talk.,تطرح حديثًا صريحًا جريئًا.
v1,Q03_11,A,Study it carefully first.,تدرسها جيدًا أولًا.
v1,Q03_11,B,Set rules to reduce risk.,تضع قواعد لتقليل المخاطرة.
v1,Q03_11,C,Ask people how it affects them.,تسأل كيف يؤثر عليهم.
v1,Q03_11,D,Take the leap confidently.,تقدم بثقة.
v1,Q03_12,A,Extract the useful lesson.,تستخرج الدرس المفيد.
v1,Q03_12,B,Hold your ground firmly.,تثبت موقفك بحزم.
v1,Q03_12,C,Ask for examples and clarity.,تطلب أمثلة وتوضيحًا.
v1,Q03_12,D,Respond with kindness.,ترد بلطف.
v1,Q04_01,A,Share it kindly with someone.,تشاركه بلطف مع شخص.
v1,Q04_01,B,Reflect on what worked.,تفكر فيما نجح.
v1,Q04_01,C,Set a stricter next target.,تضع هدفًا صارمًا تاليًا.
v1,Q04_01,D,Take a bold next step.,تتخذ خطوة جريئة تالية.
v1,Q04_02,A,Ask what’s happening with empathy.,تسأل بتعاطف ما الذي يحدث.
v1,Q04_02,B,Set a clear expectation.,تضع توقعًا واضحًا.
v1,Q04_02,C,Speak directly about it.,تتحدث عنه مباشرة.
v1,Q04_02,D,Respond with patient kindness.,ترد بلطف وصبر.
v1,Q04_03,A,Make a clear priority list.,تضع قائمة أولويات واضحة.
v1,Q04_03,B,Set boundaries and reduce tasks.,تضع حدودًا وتقلل المهام.
v1,Q04_03,C,Talk to someone who listens.,تتحدث مع شخص يستمع.
v1,Q04_03,D,Take one brave action now.,تتخذ فعلًا جريئًا الآن.
v1,Q04_04,A,Fix it quietly and learn.,تصححه بهدوء وتتعلم.
v1,Q04_04,B,Own it and inform others.,تعترف وتبلغ الآخرين.
v1,Q04_04,C,Ask how it impacted them.,تسأل كيف أثر عليهم.
v1,Q04_04,D,Create a checklist to prevent it.,تضع قائمة لمنع تكراره.
v1,Q04_05,A,Go and connect warmly.,تذهب وتتواصل بلطف.
v1,Q04_05,B,Observe and listen first.,تراقب وتستمع أولًا.
v1,Q04_05,C,Go only if it fits your structure.,تذهب إذا كان يناسب تنظيمك.
v1,Q04_05,D,Go boldly and introduce yourself.,تذهب بجرأة وتعرف بنفسك.
v1,Q04_06,A,Calm the tone with kindness.,تهدئ الجو بلطف.
v1,Q04_06,B,Ask questions to understand.,تسأل لفهم الطرفين.
v1,Q04_06,C,Set rules for the discussion.,تضع قواعد للنقاش.
v1,Q04_06,D,Stand up for the right point.,تدافع عن النقطة الصحيحة.
v1,Q04_07,A,Learn one useful thing.,تتعلم شيئًا مفيدًا.
v1,Q04_07,B,Commit to a strict routine.,تلتزم بروتين صارم.
v1,Q04_07,C,Do a supportive act for someone.,تقوم بعمل داعم لشخص.
v1,Q04_07,D,Take a bold new challenge.,تخوض تحديًا جديدًا جريئًا.
v1,Q04_08,A,Help if you can with care.,تساعد إن استطعت بلطف.
v1,Q04_08,B,Ask questions before deciding.,تسأل قبل القرار.
v1,Q04_08,C,Set a clear limit.,تضع حدًا واضحًا.
v1,Q04_08,D,Say no firmly if needed.,ترفض بحزم عند الحاجة.
v1,Q04_09,A,Think and reorganize priorities.,تفكر وتعيد ترتيب الأولويات.
v1,Q04_09,B,Put a strict plan for tomorrow.,تضع خطة صارمة للغد.
v1,Q04_09,C,Share feelings with someone.,تشارك مشاعرك مع شخص.
v1,Q04_09,D,Do something kind for yourself.,تقوم بلطف تجاه نفسك.
v1,Q04_10,A,Respond calmly and wisely.,ترد بهدوء وحكمة.
v1,Q04_10,B,Defend your boundary firmly.,تدافع عن حدك بحزم.
v1,Q04_10,C,Ask what they mean exactly.,تسأل ماذا يقصد بدقة.
v1,Q04_10,D,Choose a gentle reply.,تختار ردًا لطيفًا.
v1,Q04_11,A,Speak up with courage.,تتكلم بشجاعة.
v1,Q04_11,B,Choose words carefully.,تختار كلماتك بعناية.
v1,Q04_11,C,Check how others feel.,تسأل عن شعور الآخرين.
v1,Q04_11,D,Set a clear rule for next time.,تضع قاعدة واضحة للمرة القادمة.
v1,Q04_12,A,Send a supportive message.,ترسل رسالة دعم.
v1,Q04_12,B,Listen without advising.,تستمع دون نصائح.
v1,Q04_12,C,Help with a practical task.,تساعد في أمر عملي.
v1,Q04_12,D,Create a simple support plan.,تضع خطة دعم بسيطة.
v1,Q05_01,A,Help someone with a small need.,تساعد شخصًا في حاجة بسيطة.
v1,Q05_01,B,Plan the day and priorities.,تخطط لليوم والأولويات.
v1,Q05_01,C,Start a bold personal task.,تبدأ مهمة شخصية بجرأة.
v1,Q05_01,D,Listen to yourself and reflect.,تستمع لنفسك وتتأمل.
v1,Q05_02,A,Set a clear rule and stick to it.,تضع قاعدة واضحة وتلتزم بها.
v1,Q05_02,B,Ask everyone’s view calmly.,تسأل رأي الجميع بهدوء.
v1,Q05_02,C,Take a firm action to stop it.,تتخذ إجراءً حازمًا لإيقافها.
v1,Q05_02,D,Respond with gentle care.,تتعامل بلطف ورحمة.
v1,Q05_03,A,Apologize and make it right.,تعتذر وتحاول الإصلاح.
v1,Q05_03,B,Ask how they felt and listen.,تسأل عن شعوره وتستمع.
v1,Q05_03,C,Set a rule for yourself next time.,تضع قاعدة لنفسك للمرة القادمة.
v1,Q05_03,D,Speak openly about intent.,تتحدث بصراحة عن نيتك.
v1,Q05_04,A,Think through consequences.,تفكر في العواقب.
v1,Q05_04,B,Ask someone you trust.,تسأل شخصًا تثق به.
v1,Q05_04,C,Choose the kind option.,تختار الخيار الأرحم.
v1,Q05_04,D,Decide boldly and move.,تحسم بجرأة وتتحرك.
v1,Q05_05,A,Join to support the team.,تنضم لدعم الفريق.
v1,Q05_05,B,Ask details before committing.,تسأل التفاصيل قبل الالتزام.
v1,Q05_05,C,Decline to protect structure.,تعتذر لحماية تنظيمك.
v1,Q05_05,D,Accept and lead a part.,تقبل وتقود جزءًا.
v1,Q05_06,A,Welcome them warmly.,ترحب به بلطف.
v1,Q05_06,B,Ask questions to know them.,تسأل لتتعرف عليه.
v1,Q05_06,C,Explain group norms clearly.,تشرح قواعد المجموعة بوضوح.
v1,Q05_06,D,Encourage them to speak.,تشجعه على المشاركة.
v1,Q05_07,A,Learn the best method first.,تتعلم أفضل طريقة أولًا.
v1,Q05_07,B,Use a strict daily schedule.,تستخدم جدولًا يوميًا صارمًا.
v1,Q05_07,C,Do it with a friend’s support.,تفعله بدعم صديق.
v1,Q05_07,D,Start with helping someone else too.,تبدأ مع دعم شخص آخر أيضًا.
v1,Q05_08,A,Lower the tension with kindness.,تخفض التوتر بلطف.
v1,Q05_08,B,Listen without interrupting.,تستمع دون مقاطعة.
v1,Q05_08,C,Set a boundary and pause.,تضع حدًا وتتوقف.
v1,Q05_08,D,Speak firmly to stop harm.,تتكلم بحزم لإيقاف الأذى.
v1,Q05_09,A,Respond with a wise calm reply.,ترد برد هادئ وحكيم.
v1,Q05_09,B,Stand up for yourself.,تدافع عن نفسك.
v1,Q05_09,C,Ask for clarification and context.,تطلب توضيحًا وسياقًا.
v1,Q05_09,D,Hold to your rules and document.,تلتزم بقواعدك وتوثق.
v1,Q05_10,A,Do one kind act and continue.,تقوم بعمل رحيم وتكمل.
v1,Q05_10,B,Talk to someone supportive.,تتحدث مع شخص داعم.
v1,Q05_10,C,Set a strict small target.,تضع هدفًا صغيرًا صارمًا.
v1,Q05_10,D,Take a bold fresh start.,تأخذ بداية جديدة بجرأة.
